model,evaluation,distance_weighting,voting,n_neighbors,cell_accuracy,hamming_loss,exact_match_accuracy,mean_target_accuracy,mean_target_precision_macro,mean_target_recall_macro,mean_target_f1_macro,fold_cell_accuracy_mean,fold_cell_accuracy_std,fold_mean_target_f1_macro_mean,fold_mean_target_f1_macro_std
target_relevance_hotdeck,5_fold_out_of_fold,target_group_raw_mutual_information,unweighted,11.0,0.7715484661297469,0.22845153387025308,0.0,0.7715484661297467,0.6339772899174418,0.5992687413615604,0.602989866774314,0.771548466129747,0.004554616204455152,0.6033334984961487,0.009594196657998738
majority_baseline,5_fold_out_of_fold,none,majority,,0.7345427059712774,0.2654572940287226,0.0,0.7345427059712774,0.3508914344792834,0.4633951467549089,0.3946101948081893,0.7345427059712775,0.0071902674341471125,0.3941185444511657,0.0028582703545504957
