,bitmap_01,bitmap_02,bitmap_03,bitmap_05,bitmap_07,bitmap_08,bitmap_09,bitmap_10,bitmap_11,bitmap_12,bitmap_13,bitmap_14,bitmap_15,bitmap_16,bitmap_17,bitmap_18,bitmap_19,bitmap_20,bitmap_21,bitmap_22,bitmap_23,bitmap_24,bitmap_25
tar_55,0.03090013899656474,0.13106238116029242,0.023241672440740616,0.043708370535487207,0.07393113370241272,0.025168107156366595,0.003914262517632721,0.020930356829549617,0.02337063854069095,0.02032186882754186,0.027050195882455573,0.008878894574204188,0.0003613083099204066,0.02828186041187171,0.004718685730168847,0.03261316020839205,0.0011761187725018044,0.01067503467105593,0.04880325933058262,0.24509394753337177,0.0044496885922685695,0.11347252457694951,0.0778763906989777
tar_56,0.03090013899656474,0.13106238116029242,0.023241672440740616,0.043708370535487207,0.07393113370241272,0.025168107156366595,0.003914262517632721,0.020930356829549617,0.02337063854069095,0.02032186882754186,0.027050195882455573,0.008878894574204188,0.0003613083099204066,0.02828186041187171,0.004718685730168847,0.03261316020839205,0.0011761187725018044,0.01067503467105593,0.04880325933058262,0.24509394753337177,0.0044496885922685695,0.11347252457694951,0.0778763906989777
tar_57,0.03090013899656474,0.13106238116029242,0.023241672440740616,0.043708370535487207,0.07393113370241272,0.025168107156366595,0.003914262517632721,0.020930356829549617,0.02337063854069095,0.02032186882754186,0.027050195882455573,0.008878894574204188,0.0003613083099204066,0.02828186041187171,0.004718685730168847,0.03261316020839205,0.0011761187725018044,0.01067503467105593,0.04880325933058262,0.24509394753337177,0.0044496885922685695,0.11347252457694951,0.0778763906989777
tar_58,0.0017066923205865112,0.37655671342272595,0.011498691031274778,0.021207672050784353,0.05502905738360323,0.07644940508575353,0.03570183220679227,0.0003673256023029108,0.005165053850817525,0.007261438329135885,0.005936237912115762,0.02476489702103663,0.01865445031426714,0.03145132186903821,0.01315777529004977,0.010240050808269877,0.005880043480756251,0.0011405844519693244,0.002435701873493166,0.17324171357313095,0.004535977310500434,0.052511709685772796,0.06510565512582268
tar_59,0.026893280805840174,0.16096516112141845,0.0244173426026161,0.018355945188456794,0.0793074898247635,0.02044988802931763,0.0052799196108074264,0.021986112871338177,0.013353240720900026,0.00130548067992263,0.00014727733820410873,0.007025058651959504,0.0012083405360530282,0.011988340312812035,0.00013217677505726177,0.02064021466809877,0.012633832578109792,0.003850417935438999,0.008005065205082831,0.19878329880891676,0.005141929543252098,0.20020309728389032,0.15792708890774354
tar_60,0.0012592129182927316,0.3638575856983322,0.003915880289003162,0.009724595238827216,0.07983134286176391,0.025467862108786866,0.04750068353959852,0.00378800471331661,0.0025151690704831742,0.014486409529960642,0.0023217727382249917,0.010028659308336466,0.007577505287838848,0.006601392949827792,0.0010295516769243634,0.017167141132892992,0.0002557926947245508,0.002187523898992619,0.005453748603439918,0.19936466884050702,0.01827887517517756,0.09787932534128843,0.07950729638345948
tar_61,0.03090013899656474,0.13106238116029242,0.023241672440740616,0.043708370535487207,0.07393113370241272,0.025168107156366595,0.003914262517632721,0.020930356829549617,0.02337063854069095,0.02032186882754186,0.027050195882455573,0.008878894574204188,0.0003613083099204066,0.02828186041187171,0.004718685730168847,0.03261316020839205,0.0011761187725018044,0.01067503467105593,0.04880325933058262,0.24509394753337177,0.0044496885922685695,0.11347252457694951,0.0778763906989777
tar_62,0.021971989289754294,0.11671813259867969,0.0805099875754593,0.04765099928323794,0.052069402377874434,0.07954440760693078,0.003440738001582998,0.0008927799024896668,0.005850816207992556,0.01102324250231208,3.3689847855087755e-05,0.00037424609969245927,0.0052921683366720824,0.06394472794542971,3.789601353681714e-05,0.0007381268716670388,0.0007542745317188248,0.00011791345811985434,0.003760502616060997,0.1280540002185711,0.0041987421532917405,0.3182444984746908,0.054776718086379746
tar_63,0.03602050208315417,0.13240432091820273,0.10109452285114136,0.04802906143912696,0.05324922851716646,0.0901167141380757,0.003104710931777651,0.001200359872853284,7.787426348924437e-05,0.015627505512246672,0.0004197282034544816,0.0005030001132294406,0.0037407585304406995,0.06323821659043813,1.8707384105305487e-05,0.002921272845738647,0.0017881050483977362,0.003323083104274759,0.006622878196032522,0.10989020983400583,0.001713341028856982,0.2918872349880169,0.03300866360577422
tar_64,0.02638244487515827,0.1136673217989564,0.08540380839824965,0.03698843098539105,0.05351999643085695,0.09571842111985687,0.0011349441195012086,0.00020140868364846773,0.0026702054081832152,0.014397467283929686,9.522107189618737e-05,0.0008893389489145199,0.0012942384669260123,0.06655748045722916,2.788032571369509e-06,0.0029138120317021765,0.000558356137492466,0.002521902705890852,0.0022267185365429033,0.1259230060653921,0.00223916687266564,0.3150950896932931,0.04959843187575167
tar_65,0.026997386505438276,0.14305361870428654,0.08174444902288172,0.05111416886516641,0.047217840510851476,0.09082681211802303,0.003216952010921526,0.0006919789978553457,0.0022750815156691267,0.013949825636452513,0.0003813075198713881,0.0025048960357227416,0.002542185674348279,0.055945658946327734,2.381386266261709e-06,3.858130929658685e-06,0.0006384958303322135,0.002883915449393433,0.0018107007951791087,0.11486015614465467,8.318592478859653e-06,0.3001951779261009,0.05713483368084875
